LGA region,Postcode,People reporting fair or poor health status,People reporting fair or poor health status (rank),Females reporting fair or poor health status,Females reporting fair or poor health status (rank),Males reporting fair or poor health status,Males reporting fair or poor health status (rank),People receiving prescriptions,People receiving prescriptions (rank),Females receiving prescriptions,Females receiving prescriptions (rank),Males receiving prescriptions,Males receiving prescriptions (rank),"People who delayed purchasing prescribed medication, unable to afford","People who delayed purchasing prescribed medication, unable to afford (rank)",People reporting type 2 diabetes,People reporting type 2 diabetes (rank),People reporting high blood pressure,People reporting high blood pressure (rank),People reporting heart disease,People reporting heart disease (rank),"Cancer incidence per 1,000 population","Cancer incidence per 1,000 population (rank)","Cancer incidence per 1,000 females","Cancer incidence per 1,000 females (rank)","Cancer incidence per 1,000 males","Cancer incidence per 1,000 males (rank)"
Moira,2731,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3564,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3620,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3629,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3634,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3635,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3636,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3637,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3638,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3639,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3640,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3641,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3644,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3646,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3649,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3678,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3682,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3726,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3727,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3728,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,3730,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Monash,3125,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3133,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3145,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3146,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3147,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3148,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3149,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3150,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3151,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3152,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3163,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3165,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3166,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3167,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3168,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3169,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3170,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3171,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3174,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3175,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3178,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3179,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Monash,3800,16.80%,28,17.00%,18,16.00%,35,65.10%,72,70.00%,72,60.10%,68,7.60%,72,5.40%,26,27.10%,35,5.80%,65,5.3,55,5.1,48,5.6,58
Moonee Valley,3011,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3012,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3019,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3020,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3031,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3032,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3033,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3034,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3039,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3040,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3041,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3042,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3043,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3044,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3046,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3051,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3052,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moonee Valley,3055,18.50%,14,18.10%,12,18.30%,21,71.60%,53,76.40%,57,66.40%,49,9.90%,65,6.30%,10,22.50%,65,8.00%,20,5.2,59,4.7,57,5.6,57
Moorabool,3024,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3331,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3333,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3334,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3337,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3338,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3340,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3341,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3342,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3345,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3350,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3352,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3357,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3363,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3364,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3437,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3442,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3458,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moorabool,3461,12.20%,61,9.50%,68,15.10%,42,74.80%,34,81.30%,34,68.30%,36,11.00%,57,4.50%,44,23.60%,56,8.50%,12,5,63,4.3,70,5.7,52
Moreland,3032,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3039,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3040,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3041,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3042,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3043,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3044,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3046,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3047,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3052,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3054,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3055,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3056,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3057,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3058,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3060,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3061,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3068,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3070,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3071,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3072,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3073,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Moreland,3074,18.20%,16,20.90%,8,14.50%,50,66.70%,67,72.80%,67,60.40%,66,12.40%,40,7.90%,3,23.40%,59,6.70%,47,4.7,68,4.4,68,5.1,66
Mornington Peninsula,3199,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3911,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3912,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3913,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3915,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3916,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3918,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3919,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3920,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3926,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3927,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3928,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3929,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3930,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3931,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3933,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3934,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3936,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3937,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3938,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3939,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3940,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3941,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3942,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3943,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mornington Peninsula,3944,13.00%,57,11.30%,58,15.10%,41,76.70%,21,81.80%,31,71.30%,19,10.60%,62,6.00%,17,28.70%,20,6.90%,41,7.7,11,6.2,22,9.4,6
Mount Alexander,3364,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3444,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3447,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3448,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3450,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3451,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3453,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3461,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3462,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
Mount Alexander,3463,13.60%,51,9.30%,70,17.70%,28,71.40%,57,78.40%,45,64.40%,57,13.30%,28,3.50%,68,24.90%,48,6.00%,63,7.2,17,7.3,9,7.1,31
